gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,revenue_per_tenure
1,0,1,1,1.4508197855632678,1,0,0,-1.4893587220678117,-0.399193459728073,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,-0.6753500323150591
1,0,0,0,-0.9516816739185228,0,1,1,-1.3231790220511994,-0.9234285840593455,0,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,-0.690783296726313
1,0,0,0,-0.5444780367182193,1,2,1,0.6643301901474837,-0.27811763940060535,0,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,0.35112594410671294
1,0,0,0,-1.1552834925186746,1,0,0,-1.4960059100684764,-0.9728522416187255,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,-0.745933315923342
0,0,0,0,1.5322605130033284,1,2,1,1.624848856243503,2.4975979673264224,0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,0.8300694028913179
1,0,0,0,-1.2774445836787656,1,0,1,-0.6601220189849164,-0.9875976651335384,0,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,-0.6346499190889209
0,0,0,0,-0.9924020376385531,1,2,1,0.3485887601159204,-0.7528187362360095,0,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,0.0476005247666828
1,0,0,0,0.8400143297628127,1,2,0,-1.3348116010523623,-0.44276751065358283,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,-0.6144060894678661
1,1,0,0,0.758573602322752,1,2,0,-1.3215172250510334,-0.45084659000451316,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,-0.6052437195742172
1,0,1,1,-0.8702409464784621,1,0,0,-1.4561227820644893,-0.8893904956464093,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,-0.6374497590927323
1,0,1,1,1.125056875803025,1,2,1,1.5234792392333694,1.9005407589002887,0,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,0.7671463450505069
1,0,0,0,-0.62591876415828,1,0,1,-0.3078210549496983,-0.5950118010452955,0,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,-0.1520303437977656
1,0,0,0,-1.1960038562387048,1,0,1,-0.7132995229902325,-0.9528311351397806,1,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,-0.4959554057293788
1,0,1,0,1.5322605130033284,1,0,1,1.4869197052297147,2.3189752621140487,1,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,0.7366734345882898
1,0,0,0,-1.2774445836787656,1,0,0,-1.505976692069473,-0.9988333246680291,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,-0.8432038549825894
1,1,0,0,0.43281069256250915,1,2,1,0.6676537841478158,0.6020384561175564,0,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,0.35533874106145036
0,0,1,0,-0.6666391278783103,1,0,0,-1.5009913010689746,-0.8685967996120474,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,-0.6994358869246058
0,0,1,1,1.002895784642934,1,0,0,-0.37595473195650925,0.3404175586661167,0,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,-0.13989063942463703
1,0,1,1,0.18848851024232702,1,0,0,-1.4943441130683104,-0.7085162437296781,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,-0.7105798548020433
0,0,1,0,1.6137012404433893,1,2,0,1.5733331492383529,2.509385476543353,0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,0.7858540051168346
0,1,0,0,-0.8702409464784621,1,2,1,0.6659919871476498,-0.6070641981097983,1,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,0.23596374453530417
0,1,1,0,0.7178532386027215,1,2,1,1.0066603721817051,1.1508419283110842,1,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,0.5684377152605108
1,1,0,0,-1.1145631287986442,1,0,0,-0.47898614596680894,-0.9026790359995789,1,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,-0.3545293411466061
1,0,1,0,-1.2774445836787656,1,2,1,0.32698539911376057,-0.9744857166787498,1,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,-0.39126870509905987
1,0,0,0,-0.6666391278783103,1,0,1,-1.4976677070686424,-0.8562574407126756,1,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,-0.6724899375048529
1,1,1,0,-1.2367242199587352,1,0,1,0.31369102311243185,-0.9455687933188623,0,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,-0.23720921610884488
0,0,0,0,-0.62591876415828,1,2,1,0.14086413509515497,-0.5182605472114569,0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,0.006263049588457198
0,0,0,0,-0.6666391278783103,1,0,0,-1.5093002860698053,-0.8769407668105493,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,-0.7176569403783921
0,0,0,0,-0.7073594915983407,1,0,1,-0.17653909193657447,-0.6133332105023235,1,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,-0.08822016907675191
0,0,0,0,-0.9109613101984924,1,0,1,-1.4943441130683104,-0.9198967460917256,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,-0.7072098524914688
0,0,0,1,0.5549717837226001,1,0,1,1.3440051632154282,1.1217704870401137,1,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,0.6791797247961702
1,0,1,1,1.2879383306831464,1,2,1,1.476948923228718,1.968661083700756,0,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,0.6971451953094697
0,0,0,0,-1.2774445836787656,1,2,1,0.47820892612887816,-0.972476983834666,0,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,-0.35398303090195987
1,0,1,1,-0.30015585439803716,1,0,0,-0.3693075439558449,-0.4090163840755157,0,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,-0.1481711521977651
1,0,1,1,1.5729808767233588,1,0,0,1.1778254631988159,2.175207382844624,0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,0.6383895284977762
1,0,0,0,-0.9924020376385531,1,0,1,-0.6518130339840859,-0.8138753851012375,1,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,-0.20424849801519365
0,0,1,1,1.6137012404433893,1,0,1,1.4586691562268908,2.4036069294131397,0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,0.7320611552741424
0,0,1,0,0.6771328748826912,0,1,0,-0.801374763999037,-0.09322592179570675,0,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,-0.3238267053974923
1,0,1,1,-0.13727439951791576,0,1,1,-0.31280644595019663,-0.2847398355898926,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,-0.10830731388458503
1,0,1,0,1.6137012404433893,1,2,0,1.3572995392167568,2.3396585882119227,0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,0.6995407283137334
1,0,1,0,-0.055833672077855064,1,2,0,0.9651154471775519,0.32562798717670866,1,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,0.543894928369137
0,0,0,0,0.7178532386027215,1,2,1,1.0282637331838649,1.0806687226919376,0,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,0.5173577073860953
1,0,1,0,1.5729808767233588,1,2,0,0.612814483142334,1.6971289659526834,0,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,0.39188979352806014
1,1,1,0,1.5322605130033284,1,2,0,0.8404806721650927,1.7886477172886321,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,0.4593825128779273
1,0,0,0,1.5729808767233588,1,2,0,1.0930738161903437,1.9451302132414892,0,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,0.5197605351655501
1,0,1,1,1.1657772395230555,1,0,1,0.10928999209199854,0.8283630478800953,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,0.09661718346441013
1,0,0,0,-0.015113308357824713,1,0,1,1.044881703185526,0.3979865175383202,1,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,0.5784319791478609
0,0,0,1,-1.2774445836787656,1,0,1,0.4931650991303729,-0.9722783179489874,1,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,-0.35029543675059843
1,0,0,0,1.4508197855632678,1,2,1,1.2409737492051283,2.148873115998559,0,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,0.6955680213857959
1,0,0,0,1.2064976032430856,1,2,0,-1.3746947290563494,-0.3762585869258417,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,-0.6306696587350702
0,0,0,1,-1.0331224013585834,1,0,1,0.2089978121019659,-0.798754703802365,0,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,-0.03428910461308957
1,0,0,0,-0.5037576729981889,1,2,1,0.6809481601491449,-0.24167348637222816,1,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,0.35108887305439784
1,0,1,1,-1.0738427650786138,1,0,0,-1.505976692069473,-0.9573121545611983,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,-0.7368489569980832
0,1,0,0,0.025607055362205634,0,1,1,-0.17653909193657447,-0.17538530251746326,0,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,-0.09411610188248261
1,0,1,1,-0.1779947632379461,1,2,0,0.9119379431722362,0.12636610384105684,0,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,0.4487963257501885
1,0,0,0,-0.21871512695797646,1,0,0,-1.4926823160681442,-0.7999246251291392,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,-0.7274836385184349
1,0,0,0,-1.0331224013585834,1,0,0,-0.6933579589882389,-0.8845121444536342,0,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,-0.4322419734475213
1,0,0,0,-0.2594354906780068,1,2,1,0.5230774451333633,-0.08525721238126441,1,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,0.26533550782732157
1,1,0,0,-1.1145631287986442,1,2,1,0.8321716871642622,-0.7855323854110884,1,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,0.3702877759376768
1,1,0,0,-0.0965540357978854,1,2,1,0.8554368451665879,0.13859509280394047,0,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,0.3698031458819423
1,0,0,0,1.247217966963116,1,2,0,0.8537750481664219,1.5644201543193677,0,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,0.48922122341665875
1,0,0,0,-1.2774445836787656,1,0,1,-0.46569176996548,-0.9850150086197164,1,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,-0.5867111951212208
0,0,0,1,0.8400143297628127,1,2,1,0.6593447991469852,0.9570543938252433,0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,0.34793458176090497
0,0,1,1,-0.748079855318371,1,0,1,0.827186296163764,-0.4739580547051256,1,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,0.3176780993782522
0,0,0,0,-0.46303730927815856,1,0,1,1.1429277261953275,-0.1437091307453728,0,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,0.4548665347224404
1,0,0,0,-0.62591876415828,1,0,0,-1.4893587220678117,-0.8702964966339645,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,-0.7197832655462796
1,0,1,1,-0.6666391278783103,1,0,0,-1.4710789550659844,-0.8791481655403117,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,-0.7224773248899757
0,0,0,0,0.10704778280226633,1,0,1,-0.08846385092776998,-0.08203441023581143,0,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,-0.04832244902243766
0,1,0,0,-0.015113308357824713,1,0,1,0.4898415051300408,0.1691234172365545,0,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,0.32097086021643767
0,0,1,1,-0.1779947632379461,1,0,1,-1.502653098069141,-0.7673434198778462,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,-0.6952620988181966
0,0,0,0,-1.2774445836787656,1,0,1,-1.4760643460664828,-0.9984359928966718,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,-0.8358286666798663
1,0,0,0,1.0843365120829946,0,1,1,-0.43411762696232353,0.3195797146571598,0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,-0.18154020217940178
0,0,1,1,1.6137012404433893,1,2,1,-1.3780183230566818,-0.2908322560840368,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,-0.6381747427221857
1,0,0,0,0.14776814652229667,1,0,1,0.021214751083194285,0.09557289156087137,1,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,0.10408703537752861
0,0,0,0,0.3106496014024181,1,0,0,0.011243969082197169,0.13424651730630857,0,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,0.03113571113332261
1,0,1,1,0.3106496014024181,1,2,1,0.5463426031356892,0.4460636618725453,0,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,0.31347151049447713
0,0,0,1,-0.9516816739185228,1,0,1,0.2704843011081128,-0.7198401992133593,1,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True,0.06500961122940678
1,0,1,1,1.247217966963116,1,0,0,0.3236618051134285,1.0562990407153607,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,0.1944825783812732
0,0,0,0,-1.1960038562387048,1,0,1,0.5230774451333633,-0.9048422867547461,0,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,-0.05057597878160297
1,0,1,1,0.3106496014024181,0,1,0,-0.14828854293375057,0.07354305223784258,0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,-0.02382842933412563
1,0,1,0,-0.9924020376385531,1,0,1,0.3402797751150897,-0.7168822849154777,0,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,0.19583270448067205
1,1,1,0,0.06632741908223598,1,0,0,0.8438042661654253,0.3738817234093148,0,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,0.46252055409808013
1,0,0,0,-1.1145631287986442,0,1,0,-0.8229781250011965,-0.9087714564937232,1,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,-0.3922247480271906
1,1,0,0,-0.9516816739185228,1,2,1,1.1528985081963241,-0.6015236272980946,1,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,0.5042430479249134
1,0,1,0,-0.9516816739185228,1,2,1,0.142525932095321,-0.7187144258611804,0,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,0.06918888460095
1,0,1,1,-0.055833672077855064,1,2,0,-0.16823010693574386,-0.20149882949055248,0,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,-0.06763110173165002
0,0,1,0,0.7178532386027215,1,0,1,-1.4926823160681442,-0.5910605573190209,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,-0.6995162266664654
0,0,0,0,-1.2367242199587352,1,0,1,0.7141841001524675,-0.9272253098745368,1,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,-0.01021730945836836
0,0,0,0,-1.2774445836787656,1,0,1,-0.6351950639824246,-0.987266555324074,1,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,-0.6285039288366516
1,0,0,0,-0.9924020376385531,1,0,1,0.1774236690988095,-0.764010247795905,1,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,0.001437309094082853
0,0,0,0,-0.9516816739185228,0,1,0,-0.7980511699987046,-0.8487522850314834,0,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,-0.4135581630806229
0,1,0,0,-1.2367242199587352,1,0,1,0.18074726309914202,-0.9562305291836148,1,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,-0.3691431401908907
0,0,0,0,-1.1960038562387048,1,0,0,-0.31280644595019663,-0.9344876516954551,1,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,-0.32571147574152154
1,0,1,0,-0.30015585439803716,1,0,1,1.0282637331838649,0.02491405822117686,0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,0.471407701028431
1,1,0,0,-1.2774445836787656,1,0,0,-0.613591702980265,-0.9869795934892048,0,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,-0.6231774039513516
0,0,1,1,0.5142514200025698,1,2,0,0.5496661971360212,0.5559038226655222,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,0.2590661359135199
1,1,1,1,0.758573602322752,1,2,1,0.6460504231456565,0.8229769949794751,1,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,0.30415797141988454
0,0,1,1,0.9214550572028734,1,0,0,-1.4876969250676457,-0.5274212519399709,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,-0.684388540201928
0,0,0,0,0.22920887396235737,1,2,1,0.046141706085686136,0.1061684054637309,0,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,0.05742010121532249
1,0,0,0,-1.2367242199587352,1,0,0,-0.62854787598176,-0.9716602463046539,1,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,-0.560078570694721
1,0,1,1,0.22920887396235737,1,0,0,-1.5009913010689746,-0.6907466839550909,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,-0.7011526854083467
1,0,0,0,0.06632741908223598,1,0,1,-0.4972659129686364,-0.24180593029601388,0,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,-0.19052310348779788
0,0,1,0,1.5322605130033284,1,2,1,1.2293411702039656,2.113532662335062,0,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,0.629254220920929
0,0,0,0,-0.7888002190384014,1,0,0,-0.3194536339508612,-0.6794448024587073,0,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,-0.1329029815417616
1,0,0,0,0.26992923768238775,1,2,0,0.3485887601159204,0.3248112496466966,1,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,0.23383996345924207
0,0,0,0,1.1657772395230555,1,2,1,1.302460238211275,1.8282043025259747,0,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,0.6952895027687847
0,0,0,0,-0.8295205827584317,1,2,1,1.1761636661986499,-0.4934052375143323,1,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,0.4652617107761618
1,0,0,0,0.35136996512244845,1,0,1,1.1595456961969886,0.8557789401037444,0,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,0.6442818747078884
1,0,0,0,-0.46303730927815856,1,2,1,0.29707305311077065,-0.31928562571067415,0,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,0.15859255613729284
1,1,0,0,0.9214550572028734,0,1,1,-0.4889569279678058,0.20375750330652648,0,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,-0.19967477563962935
1,0,1,0,1.4915401492832983,0,1,0,-0.1499503399339166,0.7830010039834779,0,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,-0.05306364150275957
1,1,1,1,-0.2594354906780068,1,2,0,1.3622849302172555,0.18910037574090421,1,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,0.6425627317554898
0,1,1,0,1.4915401492832983,1,0,0,0.749081837155956,1.6659825698757358,0,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,0.41521398912775653
0,1,1,0,-0.5851984004382496,0,1,1,-0.5454580259734538,-0.6495124756831292,1,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,-0.3032840025402584
1,0,1,1,0.5956921474426305,1,2,0,-0.3493659799538514,0.11314378544977996,0,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,-0.13593695450756435
0,0,1,1,1.6137012404433893,1,0,0,0.682609957149311,1.6984975531651358,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,0.3734833166837578
1,1,1,0,0.025607055362205634,0,1,1,-0.4906187249679718,-0.23445529252590516,0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,-0.15861284664747263
0,0,1,1,-1.2367242199587352,0,1,1,-1.341458789053027,-0.9912840210122416,1,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,-0.8029134744399358
0,0,1,1,1.6137012404433893,1,2,0,0.8703930181680831,1.9295018302347706,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,0.490958728537634
1,1,1,0,0.18848851024232702,1,0,1,0.24888094010595296,0.12958890598650982,0,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,0.108195436068685
0,1,1,1,1.2064976032430856,1,2,1,1.0415581091851935,1.650001003072256,0,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,0.5633304030994282
0,0,1,0,1.5729808767233588,1,0,0,-1.4926823160681442,-0.3983546482107634,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,-0.6885525298940078
1,0,0,1,-0.38159658183809786,1,0,1,-0.31446824295036285,-0.4404718159746299,0,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,-0.12562534863986816
